2020,>30 - 35,Female,95569.93251533742
2020,>35 - 40,Male,136151.0
2020,>35 - 40,Female,128277.25149700599
2020,>40 - 45,Male,177279.99367088606
2020,>40 - 45,Female,162418.70414201185
2020,>45 - 50,Male,207973.76470588235
2020,>45 - 50,Female,186729.8908045977
2020,>50 - 55,Male,215772.88571428572
2020,>50 - 55,Female,184835.50867052024
2020,>55 - 60,Male,181368.43781094527
2020,>55 - 60,Female,170603.5224719101
2020,>60 - 65,Male,159454.37430167597
2020,>60 - 65,Female,143781.12727272726
2020,>65 - 70,Male,136692.72535211267
2020,>65 - 70,Female,115897.99253731343
2020,>70 - 75,Male,91934.73267326732
2020,>70 - 75,Female,73624.8137254902
2020,>75 - 80,Male,51755.28
2020,>75 - 80,Female,38196.0
2020,Above 80,Male,28778.072463768116
2020,Above 80,Female,21621.83908045977
2021,Up to 20,Male,4005.2045454545455
2021,Up to 20,Female,4113.127358490566
2021,>20 - 25,Male,8293.193277310924
2021,>20 - 25,Female,13512.715596330276
2021,>25 - 30,Male,44437.104895104894
2021,>25 - 30,Female,57297.631944444445
2021,>30 - 35,Male,96817.71337579619
2021,>30 - 35,Female,99742.41176470589
2021,>35 - 40,Male,141978.0945945946
2021,>35 - 40,Female,135050.64024390245
2021,>40 - 45,Male,186178.7133757962
2021,>40 - 45,Female,170545.65294117646
2021,>45 - 50,Male,222217.12426035502
2021,>45 - 50,Female,202304.95977011495
2021,>50 - 55,Male,239984.85294117648
2021,>50 - 55,Female,205432.93023255814
2021,>55 - 60,Male,200062.45226130652
2021,>55 - 60,Female,188023.83798882682
2021,>60 - 65,Male,174296.49726775955
2021,>60 - 65,Female,160953.13173652694
2021,>65 - 70,Male,151967.48993288592
2021,>65 - 70,Female,132815.68085106384
2021,>70 - 75,Male,102116.67592592593
2021,>70 - 75,Female,84838.53271028037
2021,>75 - 80,Male,60635.63636363636
2021,>75 - 80,Female,47435.10344827586
2021,Above 80,Male,33139.94366197183
2021,Above 80,Female,24998.120879120877
2022,Up to 20,Male,4302.958506224067
2022,Up to 20,Female,4385.128755364807
2022,>20 - 25,Male,8851.637931034482
2022,>20 - 25,Female,14433.177570093458
2022,>25 - 30,Male,46659.50704225352
2022,>25 - 30,Female,59976.2676056338
2022,>30 - 35,Male,102002.0248447205
2022,>30 - 35,Female,104684.2356321839
2022,>35 - 40,Male,147077.9455782313
2022,>35 - 40,Female,140960.66463414635
2022,>40 - 45,Male,194037.43396226416
2022,>40 - 45,Female,177650.4252873563
2022,>45 - 50,Male,233965.91515151516
2022,>45 - 50,Female,213657.40697674418
2022,>50 - 55,Male,257655.26035502958
2022,>50 - 55,Female,222627.68208092486
2022,>55 - 60,Male,217980.95336787566
2022,>55 - 60,Female,204596.83050847458
2022,>60 - 65,Male,185546.08021390374
2022,>60 - 65,Female,176176.4674556213
2022,>65 - 70,Male,163917.6387096774
2022,>65 - 70,Female,148838.61643835617
2022,>70 - 75,Male,112214.00884955752
2022,>70 - 75,Female,94343.29464285714
2022,>75 - 80,Male,69870.66666666667
2022,>75 - 80,Female,56397.20895522388
2022,Above 80,Male,36745.87142857143
2022,Above 80,Female,28254.86813186813
